text,speaker,season,episode,scene,utterance,emotion
This is Janice.,Joey Tribbiani,3,1,3,18,Neutral
"Yeah, I know. She makes me happy.",Chandler Bing,3,1,3,19,Peaceful
"Okay. All right. You look me in the eye and tell me, without blinking, that you're not breaking up with her. No blinking.",Joey Tribbiani,3,1,3,20,Neutral
I'm not breaking up with her!,Chandler Bing,3,1,3,21,Peaceful
"God, look what I found in the drain.",Monica Geller,3,1,4,2,Scared
What?!,Rachel Green,3,1,4,3,Scared
It's some of Richard's hair! What do I do with this?,Monica Geller,3,1,4,4,Scared
Getting it away from me would be job one.,Ross Geller,3,1,4,5,Neutral
"It's weird, but you know what I don't wanna throw this away. I mean this is like all I have left of him, gross, drain hair. Ooh!",Monica Geller,3,1,4,6,Scared
"Ooh. Oh. It looks like, like a tiny little person drowning in your cereal.",Phoebe Buffay,3,1,4,7,Neutral
"God, what is wrong with me.",Monica Geller,3,1,4,8,Sad
You need to get some sleep.,Ross Geller,3,1,4,9,Neutral
I need to get some Richard.,Monica Geller,3,1,4,10,Sad
"Monica, you broke up with him for a reason.",Rachel Green,3,1,4,11,Neutral
"I know, I know. I'm just so tired of-of missing him. I'm tired of wondering why hasn't he called. Why hasn't he called!",Monica Geller,3,1,4,12,Sad
"Maybe, because you told him not to.",Phoebe Buffay,3,1,4,13,Neutral
What are you the memory woman?,Monica Geller,3,1,4,14,Mad
Their not breaking up. Chandler and Janice. Their not breaking up. He didn't blink or anything.,Joey Tribbiani,3,1,4,15,Neutral
"Well, you know I'm not surprised. I mean have you seen them together, they're really cute.",Rachel Green,3,1,4,16,Joyful
Cute! This is Janice! You remember Janice?,Joey Tribbiani,3,1,4,17,Mad
"Yes, Joey, I remember, she's annoying, but you know what she's-she's his girlfriend now. I mean what can we do?",Rachel Green,3,1,4,18,Neutral
There you go! That's the spirit I'm looking for! What can we do? Huh? All right who's first? Huh? Ross?,Joey Tribbiani,3,1,4,19,Joyful
"Well I'm thinking that Chandler's our friend and Janice makes him happy, so I say we just all be adult about it and accept her.",Ross Geller,3,1,4,20,Neutral
"Yeah, we'll call that Plan B. All right?",Joey Tribbiani,3,1,4,21,Neutral
"Honey, I was wondering....",Rachel Green,3,1,5,2,Peaceful
Hmm?,Ross Geller,3,1,5,3,Peaceful
"Do you still have that, um, Navy uniform?",Rachel Green,3,1,5,4,Joyful
"Nooo, I had to return it to the costume place.",Ross Geller,3,1,5,5,Sad
Hmm.,Rachel Green,3,1,5,6,Peaceful
I think I have an old band uniform from high school.,Ross Geller,3,1,5,7,Neutral
"You remember not having sex in high school, right?",Rachel Green,3,1,5,8,Joyful
Yeah.,Ross Geller,3,1,5,9,Sad
"Well honey, what about you?",Rachel Green,3,1,5,10,Sad
What?,Ross Geller,3,1,5,11,Neutral
"I mean do you have any fun, you know, fantasy type things?",Rachel Green,3,1,5,12,Peaceful
No.,Ross Geller,3,1,5,13,Neutral
Come on you gotta have one!,Rachel Green,3,1,5,14,Joyful
Nope.,Ross Geller,3,1,5,15,Neutral
"Ross, you know what...",Rachel Green,3,1,5,16,Joyful
What?,Ross Geller,3,1,5,17,Scared
"...if you tell me, I might do it.",Rachel Green,3,1,5,18,Joyful
"Okay, umm. Did you ever see, um, Return Of The Jedi?",Ross Geller,3,1,5,19,Scared
Yeah.,Rachel Green,3,1,5,20,Neutral
"Do you remember the scene with, um, Jabba the Hut? Well Jabba had as, as his prisoner, um, Princess Leia.",Ross Geller,3,1,5,21,Peaceful
Oooh!,Rachel Green,3,1,5,22,Joyful
"Princess Leia, was wearing this, um, gold bikini thing. It was pretty cool.",Ross Geller,3,1,5,23,Joyful
Hey!,Chandler Bing,3,1,7,3,Joyful
Wheel!,Joey Tribbiani,3,1,7,4,Joyful
Of!,Chandler Bing,3,1,7,5,Joyful
Fortune! This guy is so stupid. It's Count Rushmore!!,Joey Tribbiani,3,1,7,6,Mad
"You know, you should really go on this show. All right, listen, I got three tickets to the Rangers tonight. What'd ya' say?",Chandler Bing,3,1,7,7,Joyful
"I say, 'I am there!' Cool! Aw, is Ross going to?",Joey Tribbiani,3,1,7,8,Neutral
"No, Janice.",Chandler Bing,3,1,7,9,Neutral
"Jan-ice. 'Cause I, just, I feel bad for Ross, you know, we-we always go together, we're like the three hocke-teers.",Joey Tribbiani,3,1,7,10,Sad
"You know, I may be way out on a limb here, but do you, do you, have a problem with Janice?",Chandler Bing,3,1,7,11,Neutral
"No, Yeeees. God, how do I say this. . Oh, hi, you know that girl from the Greek restaurant with the hair ?",Joey Tribbiani,3,1,7,12,Mad
"Ooh, that girl that I hate, eww, drives me crazy, eww, eww, oh!",Chandler Bing,3,1,7,13,Mad
"Look, I don't hate Janice, she's-she's just a lot to take, you know.",Joey Tribbiani,3,1,7,14,Neutral
"Well, there you go.",Chandler Bing,3,1,7,15,Neutral
"Oh, hey. Come on man, don't look at me like that, she used to drive you nuts before too, remember?",Joey Tribbiani,3,1,7,16,Peaceful
"Well, I'm crazy about her now. I think this could be the real thing. Capital 'R'! Capital 'T'! Don't worry, those are the right letters.",Chandler Bing,3,1,7,17,Mad
"Look, what do you want me to say?",Joey Tribbiani,3,1,7,18,Neutral
I want you to say that you like her!,Chandler Bing,3,1,7,19,Mad
"I can't. It's like this chemical thing, you know. Every time she starts laughing, I just wanna pull my arm off just so that I can have something to throw at her.",Joey Tribbiani,3,1,7,20,Mad
"Thanks for trying. Oh, and by the way there is no Count Rushmore!",Chandler Bing,3,1,7,21,Mad
"Yeah, then-then who's the guy that painted the faces on the mountain?",Joey Tribbiani,3,1,7,22,Mad
How could you have told her?,Ross Geller,3,1,8,2,Scared
"Ross, I didn't think it would that big of a deal.",Rachel Green,3,1,8,3,Mad
"Oh, she didn't think it would be that big of deal.",Ross Geller,3,1,8,4,Mad
"Okay, who are you talking to when you do that?",Rachel Green,3,1,8,5,Scared
"Look, that was supposed to be like a private, personal thing between us.",Ross Geller,3,1,8,6,Mad
"Okay, Ross, Phoebe is my girlfriend, okay, we tell each other everything. You know, I mean, come on, guys do the same thing, I mean, what about all that locker room stuff.",Rachel Green,3,1,8,7,Mad
"That's different, okay. That's like, uh 'Who dated a stripper?' or 'Who did it on the back of the Staton Island Ferry?'.",Ross Geller,3,1,8,8,Mad
Were both of those Joey?,Rachel Green,3,1,8,9,Neutral
"Yeah. Look, you don't, you don't talk about like, you know, your girlfriend and the intimate stuff you, you do with her.",Ross Geller,3,1,8,10,Mad
Not even with your best friend.,Rachel Green,3,1,8,11,Neutral
Noo!,Ross Geller,3,1,8,12,Mad
"That is so sad. Your missing out on so much, Ross. I mean, the bonding and the sharing, you know. And-and knowing that someone else is going through the same thing you are.",Rachel Green,3,1,8,13,Sad
"Hmph. So what you, you tell each other everything?",Ross Geller,3,1,8,14,Scared
Pretty much.,Rachel Green,3,1,8,15,Joyful
Did you talk about the night of five times? Do you tell people about the night of five times?,Ross Geller,3,1,8,16,Neutral
"Uh, honey, yeah that was with Carol.",Rachel Green,3,1,8,17,Joyful
"I know, but it's still worth mentioning, I think.",Ross Geller,3,1,8,18,Scared
"Relax every muscle in your body. Listen to the plinky-plunky music. Okay, now close you eyes, and think of a happy place. Okay, tell me your happy place.",Phoebe Buffay,3,1,9,2,Powerful
"Richard's living room, drinking wine.",Monica Geller,3,1,9,3,Joyful
"All right. No, no, no, not a Richard thing, just put down the glass. And get out!",Phoebe Buffay,3,1,9,4,Scared
"I'm sorry, but that's my happy place.",Monica Geller,3,1,9,5,Powerful
"Well, okay, fine, use my happy place. Okay, I'm just gonna, I have to ask that you don't move anything.",Phoebe Buffay,3,1,9,6,Mad
"All right, I'll try not to.",Monica Geller,3,1,9,7,Scared
"Okay, all right, so, your in a meadow, millions of stars in the sky....",Phoebe Buffay,3,1,9,8,Peaceful
Do you think breaking up with him was a huge mistake?,Monica Geller,3,1,9,9,Scared
"All right, there are no questions in the happy place. Okay, just, the warm breeze, and the moonlight flowing through the trees....",Phoebe Buffay,3,1,9,10,Peaceful
"I'll bet he's totally over me, I'll bet he's fine.",Monica Geller,3,1,9,11,Powerful
"All right, betting and wagering of any kind, are, I'm sure, not permitted in the happy place. Okay. Just-just, you know, the-the lovely waterfalls, and the, the trickling fountains. And the-the calming sounds of the babbling brook....",Phoebe Buffay,3,1,9,12,Peaceful
"Okay, this isn't working. I'm still awake and now I have to pee.",Monica Geller,3,1,9,13,Powerful
"So, I hear, you hate me!",Janice Litman Goralnik,3,1,10,2,Mad
"I, ah, I never said hate, I was very careful about that.",Joey Tribbiani,3,1,10,3,Scared
A little birdie told me something about you wanting to rip your arm off and throw it at me.,Janice Litman Goralnik,3,1,10,4,Mad
And you got a 'hate' from that?! Your taking a big leap there...,Joey Tribbiani,3,1,10,5,Scared
"All right, fine, fine, fine, fine, fine, We've got to do something about our little situation here Joey. So, this is my idea you and me spending some quality time together.",Janice Litman Goralnik,3,1,10,6,Sad
But what does that gonna do...,Joey Tribbiani,3,1,10,7,Peaceful
For Chandler!,Janice Litman Goralnik,3,1,10,8,Powerful
Okay. I'm in.,Joey Tribbiani,3,1,10,9,Joyful
Okay. All right. This is what we're gonna call it 'Joey and Janice's DAY OF FUN!',Janice Litman Goralnik,3,1,10,10,Joyful
Does it have to be a whole day?,Joey Tribbiani,3,1,10,11,Powerful
"Yes, because that's how long it takes to love me.",Janice Litman Goralnik,3,1,10,12,Peaceful
"Yeah, I know, I sleep in the next room.",Joey Tribbiani,3,1,10,13,Peaceful
We're baack!,Janice Litman Goralnik,3,1,12,2,Joyful
Hey!,Joey Tribbiani,3,1,12,3,Joyful
What are you guys doing together?,Chandler Bing,3,1,12,4,Neutral
Joey and Janice's DAY OF FUN!!!,Janice Litman Goralnik,3,1,12,5,Joyful
Really.,Chandler Bing,3,1,12,6,Neutral
"Yeah, yeah. We went to a Mets game, we got Chinese food, and you know, I love this woman. You have got competition buddy.",Joey Tribbiani,3,1,12,7,Peaceful
"I just came by to give you a kiss, I have to go pick up the baby, so. I'll see you later sweetheart, you too Chandler.",Janice Litman Goralnik,3,1,12,8,Joyful
You still can't stand her can you?,Chandler Bing,3,1,12,9,Neutral
"I'm sorry man, I tired, I really did.",Joey Tribbiani,3,1,12,10,Sad
"Well, you know, I appreciate you giving it a shot.",Chandler Bing,3,1,12,11,Peaceful
"But, hey, look, you know the good thing is, is that we spent the whole day together and I survived, and what's even more amazing, so did she. It was bat day at Shea Stadium.",Joey Tribbiani,3,1,12,12,Joyful
"Well, I guess that's something.",Chandler Bing,3,1,12,13,Peaceful
"No man, that's huge! Now, I know I can stand to be around her, which means I get to hang out with you, which is kinda the whole point, anyway.",Joey Tribbiani,3,1,12,14,Neutral
Okay.,Chandler Bing,3,1,12,15,Neutral
"Oh, hey, Chandler, we, ah, we stopped by the coffee shop and ran into Ross.",Joey Tribbiani,3,1,12,16,Neutral
Oh God!,Chandler Bing,3,1,12,17,Scared
"Hey, if it makes you feel any better, I do it too.",Joey Tribbiani,3,1,12,18,Neutral
Really?,Chandler Bing,3,1,12,19,Neutral
"Oh yeah, I always picture your Mom when I'm having sex.",Joey Tribbiani,3,1,12,20,Joyful
"Hi, Dad, what are you doing here?",Monica Geller,3,1,13,4,Joyful
"Well, it's your mother's bridge night so I thought that I would come into the city for a little Monicuddle. Since when did you start smoking cigars?",Jack Geller,3,1,13,5,Peaceful
"I don't, I just, I just like the smell of them. So, uh, what are you really doing here Dad?",Monica Geller,3,1,13,6,Neutral
"Well, I just wanted to make sure you were okay.",Jack Geller,3,1,13,7,Peaceful
What makes you think that I might not be okay?,Monica Geller,3,1,13,8,Sad
I saw Richard.,Jack Geller,3,1,13,9,Powerful
Oh.,Monica Geller,3,1,13,10,Scared
"So, how are you doing?",Jack Geller,3,1,13,11,Neutral
"I'm fine, just a little tired, I'm okay. How's Richard doing?",Monica Geller,3,1,13,12,Sad
You don't wanna know.,Jack Geller,3,1,13,13,Neutral
"No, I really, really do.",Monica Geller,3,1,13,14,Peaceful
"Well, he's doing terrible!",Jack Geller,3,1,13,15,Powerful
Really!,Monica Geller,3,1,13,16,Joyful
Worse than when he broke up with Barbara.,Jack Geller,3,1,13,17,Sad
You're not just saying that are you?,Monica Geller,3,1,13,18,Neutral
"No, the man is a mess.",Jack Geller,3,1,13,19,Powerful
Was he crying?,Monica Geller,3,1,13,20,Neutral
No.,Jack Geller,3,1,13,21,Neutral
"Well, do you think he was waiting 'til after you left, so he could cry?",Monica Geller,3,1,13,22,Neutral
Maybe.,Jack Geller,3,1,13,23,Neutral
I think so.,Monica Geller,3,1,13,24,Joyful
"Honey, relationships are hard. Like with your Mom and me. You know after we graduated college we broke up for a while. It seems her Father, your Grandfather, wanted her to travel around Europe, like he did. Of course, he got to do it on Uncle Sam's nickel, because he was also strafing German troop trains at the time. However,",Jack Geller,3,1,13,25,Peaceful
"All right they got water, orange juice, and what looks like cider.",Joey Tribbiani,3,2,1,2,Neutral
Taste it.,Chandler Bing,3,2,1,3,Joyful
"Yep, it's fat. I drank fat!",Joey Tribbiani,3,2,1,4,Mad
"Yeah, I know, I did that two minutes ago.",Chandler Bing,3,2,1,5,Joyful
Hey!,Ross Geller,3,2,1,6,Joyful
"Hey, mister tux!",Chandler Bing,3,2,1,7,Joyful
Why aren't you guys dressed?,Ross Geller,3,2,1,8,Scared
We have a half hour.,Joey Tribbiani,3,2,1,9,Mad
"No, four minutes ago you had a half hour, we have to be out the door at twenty to eight.",Ross Geller,3,2,1,10,Mad
"Relax Ross, we'll be ready. It only takes us two minutes to get dressed.",Joey Tribbiani,3,2,1,11,Powerful
"Well, you know, I'd feel a whole lot better if you got dressed now.",Ross Geller,3,2,1,12,Mad
Okay.,,3,2,1,13,Neutral
"Hey-hey! Oh, look at you, all sexy.",Rachel Green,3,2,1,14,Joyful
Really.,Ross Geller,3,2,1,15,Joyful
"Ooooh! Wow!! Oh, hi.",Rachel Green,3,2,1,16,Joyful
Hi.,Ross Geller,3,2,1,17,Peaceful
How come you didn't come over earlier?,Rachel Green,3,2,1,18,Neutral
"'Cause, I'm a stupid, stupid man.",Ross Geller,3,2,1,19,Mad
"Hey, Ross, want some cider?",Joey Tribbiani,3,2,1,20,Mad
"No. So, um, let's see your pretty close, huh. Make-up's on, hair's done.",Ross Geller,3,2,1,21,Neutral
"Yeah, I just have to get dressed.",Rachel Green,3,2,1,22,Neutral
Yay! And that takes what? Just six or seven minutes.,Ross Geller,3,2,1,23,Joyful
"Yeah! Once, I figure out what I'm wearing.",Rachel Green,3,2,1,24,Powerful
Glass of fat?,Joey Tribbiani,3,2,1,25,Neutral
"Dr. Geller, Sherman Whitfield, London Institute.",Sherman Whitfield,3,2,4,2,Neutral
Wow! What a pleasure.,Ross Geller,3,2,4,3,Joyful
"Well, I have to tell you, I was quite impressed with your paper on Pre-Cretaceous fossils. Yeah, it confirmed everything that I have written.",Sherman Whitfield,3,2,4,4,Joyful
Excuse me. Hi.,Chandler Bing,3,2,4,5,Neutral
Yes?,Sherman Whitfield,3,2,4,6,Neutral
"Well, your kind of sitting in my seat.",Chandler Bing,3,2,4,7,Mad
"What do you mean, your seat?",Sherman Whitfield,3,2,4,8,Powerful
"I mean, I was sitting there.",Chandler Bing,3,2,4,9,Mad
"But, you got up!",Sherman Whitfield,3,2,4,10,Mad
"But, I never left the room!",Chandler Bing,3,2,4,11,Mad
"But, you left the chair area.",Sherman Whitfield,3,2,4,12,Mad
"All right, that's it, give me your underwear.",Chandler Bing,3,2,4,13,Mad
"Hey, look at me. I'm making jam, been at it since 4 o'clock this morning.",Monica Geller,3,3,2,2,Joyful
Where'd you get fruit at four in the morning?,Ross Geller,3,3,2,3,Neutral
Went down to the docks. Bet ya didn't know you could get it wholesale.,Monica Geller,3,3,2,4,Joyful
I didn't know there were docks.,Rachel Green,3,3,2,5,Neutral
Hey.,Joey Tribbiani,3,3,2,7,Peaceful
Hey.,Chandler Bing,3,3,2,8,Neutral
"Aww, is it broken?",Ross Geller,3,3,2,9,Scared
"No, I gotta wear this thing for a couple weeks.",Joey Tribbiani,3,3,2,10,Sad
Did you tell the doctor you did it jumping up and down on your bed?,Rachel Green,3,3,2,11,Joyful
Nooo. I had a story all worked out but then Chandler sold me out.,Joey Tribbiani,3,3,2,12,Mad
"Well, I'm sorry Joe. I didn't think the doctor was gonna buy that it just *fell* out of the socket.",Chandler Bing,3,3,2,13,Mad
What is this? Fruit?,Joey Tribbiani,3,3,2,14,Neutral
Monica's making jam.,Rachel Green,3,3,2,15,Joyful
"Whoa, jam! I love jam! Hey, how come we never have jam at our place?",Joey Tribbiani,3,3,2,16,Joyful
Because the kids need new shoes.,Chandler Bing,3,3,2,17,Mad
"I'm going into business people. I'm sick and tired of being depressed about Richard. I needed a plan, a plan to get over my man. What's the opposite of man? Jam. Oh Joey don't! It's way to hot.",Monica Geller,3,3,2,18,Joyful
