text,speaker,season,episode,scene,utterance
Hey!,Joey Tribbiani,6,20,11,2
Please tell me you got the message!,Chandler Bing,6,20,11,3
What message?,Joey Tribbiani,6,20,11,4
"The actor playing Mac couldn't do it, they needed to see you at 2 o'clock.",Chandler Bing,6,20,11,5
What?! It's 6 o'clock!,Joey Tribbiani,6,20,11,6
"Du-du-I wrote it, I wrote it on the board! I wrote it on the board, then I went all over New York City looking for ya! I went to Ross's! I went to the coffeehouse! I went to any place that they made sandwiches!",Chandler Bing,6,20,11,7
I can't believe this Chandler!,Joey Tribbiani,6,20,11,8
Sorry! I-I-I don't know what to say.,Chandler Bing,6,20,11,9
Well you-you-you-you might say congratulations! I saw the board! I went to the audition! I got the part!!,Joey Tribbiani,6,20,11,10
Is that supposed to be funny! I was really worried over here!,Chandler Bing,6,20,11,11
"Oh, well I'm uh...",Joey Tribbiani,6,20,11,12
"Y'know, sometimes that fake out thing is just mean!",Chandler Bing,6,20,11,13
"Oh wow! Okay man, I'm sorry. I did not mean to make you feel bad.",Joey Tribbiani,6,20,11,14
Well that's good. Because you didn't! And I'm incredibly happy for ya!!,Chandler Bing,6,20,11,15
That's mean! You really had me going there!,Joey Tribbiani,6,20,11,16
"Oh, we could do this all day.",Chandler Bing,6,20,11,17
"Yeah, you're right. Okay look, listen, let's talk about what a huge star I'm gonna be!",Joey Tribbiani,6,20,11,18
You are gonna be a huge star! I'm gonna hug ya!,Chandler Bing,6,20,11,19
You hug me!,Joey Tribbiani,6,20,11,20
All right!,Chandler Bing,6,20,11,21
"[What follows is the final set of flashbacks that feature a whole lot of lovin' between Chandler and Joey. There's no words, just hugs and even the kiss from The One With The Monkey. All of this is set to the song, You've Really Got a Hold on Me!]",Scene Directions,6,20,11,22
"[Cut back to the present, they are still in each other's embrace.]",Scene Directions,6,20,11,23
"Hey, do we do this too much?",Joey Tribbiani,6,20,11,24
"I think so. Yeah, get off me.",Chandler Bing,6,20,11,25
Yeah.,Joey Tribbiani,6,20,11,26
(They separate.),Scene Directions,6,20,11,27
"[Scene: Joey and Rachel's apartment, Joey and Phoebe are reading a scene from Mac and C.H.E.E.S.E.]",Scene Directions,6,20,12,1
"Come on C.H.E.E.S.E., I'm not leaving without you! Try routing your backup source through your primary CPU.",Joey Tribbiani,6,20,12,2
I can't! My circuits are fried! They're fried I tell you!!,Phoebe Buffay,6,20,12,3
Wow! Well then I'll just have to carry you.,Joey Tribbiani,6,20,12,4
"(Suddenly Ross jumps up from behind the counter armed with a plastic gun. By the way, he's overacting too.)",Scene Directions,6,20,12,5
"That'll be a neat trick, when you're, when you're dead!",Ross Geller,6,20,12,6
"Ross, you don't have to yell.",Joey Tribbiani,6,20,12,7
"There was just an explosion, okay? My hearing would be impaired.",Ross Geller,6,20,12,8
"I thought you were excellent! In fact for a minute there I was like, ""Ooh, where'd Ross go?""",Phoebe Buffay,6,20,12,9
Thank you! And I have to say that first scene when you meet Mac...,Ross Geller,6,20,12,10
Yeah?,Phoebe Buffay,6,20,12,11
Oh my God. I mean...,Ross Geller,6,20,12,12
Y'know what? I think that's enough for today. Thanks for your help!,Joey Tribbiani,6,20,12,13
He's holding us back.,Phoebe Buffay,6,20,12,14
Totally.,Ross Geller,6,20,12,15
"[Scene: Central Park, Ross is teaching Ben how to ride a bike. Chandler, Monica, and Phoebe are they also.]",Scene Directions,7,9,1,1
I'm ready!,Ben Geller,7,9,1,2
You sure?,Ross Geller,7,9,1,3
Uh-huh!,Ben Geller,7,9,1,4
"Okay, let me just straighten out your helmet there.",Chandler Bing,7,9,1,5
Thanks daddy.,Ben Geller,7,9,1,6
"No-no, one daddy, two mommies. All right, it's all yours.",Ross Geller,7,9,1,7
Okay. Okay.,Chandler Bing,7,9,1,8
Yes! Yes! Yes!!,Ross Geller,7,9,1,9
"His first big kid's bike, this is so exciting!",Phoebe Buffay,7,9,1,10
"Oh yeah, I remember mine! Ohh, it was my sixth birthday, my dad took me to the park, I got it, and...it bent.",Monica Geller,7,9,1,11
Yeah.,Ross Geller,7,9,1,12
I never had a bike of my own.,Phoebe Buffay,7,9,1,13
What?!,Ross Geller,7,9,1,14
"Well, we didn't have a lot of money. But the girl across the street had the best bike! It was pink and it had rainbow colored tassels hanging off the handle grips, and-and-and a bell and this big, white wicker basket with those plastic daisies stuck on.",Phoebe Buffay,7,9,1,15
That sounds like my first bike. My dad gave me his old one.,Chandler Bing,7,9,1,16
Ohh.,Ross Geller,7,9,1,17
Did the girl ever let you ride it?,Monica Geller,7,9,1,18
No! But she gave me the box that it came in. It had a picture of the bike on the front. So I would sit on it and my step-dad would drag me around the backyard.,Phoebe Buffay,7,9,1,19
That is so unfair!,Ross Geller,7,9,1,20
"Not really, I got to drag him around too!",Phoebe Buffay,7,9,1,21
"[Scene: Monica, Chandler, and Phoebe's, Monica is cooking, Joey is eating, and Chandler is entering from the bedroom.]",Scene Directions,7,9,2,1
Hey! What are you guys doing?,Chandler Bing,7,9,2,2
Hey.,Joey Tribbiani,7,9,2,3
Making holiday candy for the neighbors.,Monica Geller,7,9,2,4
"I'm sorry, who?",Chandler Bing,7,9,2,5
I'm gonna hang this basket on the door and when the neighbors walk by they can all take a piece.,Monica Geller,7,9,2,6
But we don't know the neighbors.,Chandler Bing,7,9,2,7
"I do. There's uh, let's see, Guy With a Mustache, Smokes-A-Lot Lady, Some Kids I've Seen, and A Red-haired Guy Who Does Not Like To Be Called Rusty.",Joey Tribbiani,7,9,2,8
See? This is exactly why I'm making this candy. We can learn their names and get to know our neighbors.,Monica Geller,7,9,2,9
Wouldn't it be easier if we just moved?,Chandler Bing,7,9,2,10
Gooood morning!!,Rachel Green,7,9,2,11
"Eh, somebody's in a good mood!",Chandler Bing,7,9,2,12
"Well, why shouldn't I be? I have great friends! I have a wonderful job!",Rachel Green,7,9,2,13
Where you can make out with your assistant.,Monica Geller,7,9,2,14
"Come on, it's not a big deal! We stayed up all night coming up with a plan so that us dating will not be a problem.",Rachel Green,7,9,2,15
"Oh yeah, what's the plan?",Monica Geller,7,9,2,16
We... We are not... ...going to let it... be a problem.,Rachel Green,7,9,2,17
Wow! It took you all night to come up with that plan?!,Monica Geller,7,9,2,18
"Well y'know, we did other stuff too.",Rachel Green,7,9,2,19
Did you two...,Monica Geller,7,9,2,20
"Oh Monica come on, y'know I don't sleep with guys on the first date!",Rachel Green,7,9,2,21
"Matt Guire, Mark Lynn, Ben Wire...",Monica Geller,7,9,2,22
Anymore!!,Rachel Green,7,9,2,23
Okay.,Monica Geller,7,9,2,24
"[Scene: Rachel's Office, she's at her desk while the mailman delivers her mail and calls Tag in.]",Scene Directions,7,9,3,1
"Hi. Tag, I have a conference call today is that correct?",Rachel Green,7,9,3,2
"Yes, at 4:00.",Tag Jones,7,9,3,3
"Okay, thank you. That'll be all. Wait! Wait! Did you see that? That mail guy had no idea there was something going on between us.",Rachel Green,7,9,3,4
I'd better get back to my desk.,Tag Jones,7,9,3,5
"Okay, you hard worker! I'll remember to put that in your evaluation.",Rachel Green,7,9,3,6
My what?,Tag Jones,7,9,3,7
"Well, you've been here for two months now and your boss is required to hand in a performance evaluation. But y'know, there is one thing that I have yet to evaluate.",Rachel Green,7,9,3,8
Are you serious?,Tag Jones,7,9,3,9
"No, I've just always wanted to do that. Can you help me clean this up?",Rachel Green,7,9,3,10
"[Scene: The Hallway, Monica and Chandler are returning and Monica finds her basket is empty.]",Scene Directions,7,9,4,1
"The basket is totally empty! My God, the neighbors ate all the candy!",Monica Geller,7,9,4,2
"Well, either that or uh...",Chandler Bing,7,9,4,3
Joey!!,Monica Geller,7,9,4,4
"(She storms into his apartment to find him with a towel around his shoulders, a bowl on his head, and Phoebe with scissors in her hand.)",Scene Directions,7,9,4,5
Yeah?,Joey Tribbiani,7,9,4,6
Did you eat all the neighbor candy?!,Monica Geller,7,9,4,7
"Uh well yeah, that was the plan, but by the time I got to it there was only a couple of pieces left!",Joey Tribbiani,7,9,4,8
"Yeah, and they've been coming by all day. They love it!",Phoebe Buffay,7,9,4,9
They love my candy? Oh man!!! I've gotta go make more!!,Monica Geller,7,9,4,10
"Hey Mon, you might wanna make some more lasagna too, because something might've happened to a huge chunk of it.",Joey Tribbiani,7,9,4,11
(Ross enters.),Scene Directions,7,9,4,12
Ross! The neighbors ate all my candy!!,Monica Geller,7,9,4,13
"Mine stole my newspaper! It's like a crime wave!! Pheebs, you uh, you got a second.",Ross Geller,7,9,4,14
Sure!,Phoebe Buffay,7,9,4,15
"Yeah, ever since you uh, told me that story about that bike I-I couldn't stop thinking about it. I mean, everyone should have a-a first bike, so...",Ross Geller,7,9,4,16
(He goes out into the hall and re-enters with a bike exactly like the one Phoebe described earlier.),Scene Directions,7,9,4,17
Oh my God Ross!!,Phoebe Buffay,7,9,4,18
You like it?,Ross Geller,7,9,4,19
I love it!!,Phoebe Buffay,7,9,4,20
Yeah?,Ross Geller,7,9,4,21
Ohh!! Ohh!! And I love you!,Phoebe Buffay,7,9,4,22
Ahh.,Ross Geller,7,9,4,23
Not that way! But the bike brought you a lot closer!,Phoebe Buffay,7,9,4,24
"Ah! Well uh-uh, t-take it downstairs, y'know give it a test ride.",Ross Geller,7,9,4,25
Okay! Oh my God! My first bike! Thank you for the best present I've ever gotten.,Phoebe Buffay,7,9,4,26
You're welcome.,Ross Geller,7,9,4,27
Oh and Chandler's about to cry.,Phoebe Buffay,7,9,4,28
Am not!,Chandler Bing,7,9,4,29
"[Scene: Monica, Chandler, and Phoebe's, the middle of the night, there is someone knocking on the door and Monica and Chandler get up to answer it.]",Scene Directions,7,9,5,1
Who is that?!,Monica Geller,7,9,5,2
"Don't worry, I'm brave! I am brave! I...I am brave! No-no-no-no!! Can you tell me who is there please?",Chandler Bing,7,9,5,3
"My name is Gary, I live upstairs.",The Knocker,7,9,5,4
(Monica opens the door.),Scene Directions,7,9,5,5
Hi!,Gary,7,9,5,6
Hi. Do you know what time it is?,Monica Geller,7,9,5,7
It's candy time! My roommate says that they taste like little drops of heaven.,Gary,7,9,5,8
Oh please! Did you hear that? Little drops of heaven.,Monica Geller,7,9,5,9
4:00 A.M.,Chandler Bing,7,9,5,10
"So, can I get some candy?",Gary,7,9,5,11
"I am sorry, but some of us have to get up early and go to work! He does not know that I am not some of us.",Chandler Bing,7,9,5,12
"Umm, listen I am sorry, but I'll put some out first thing in the morning.",Monica Geller,7,9,5,13
"Well okay, I'll swing by later. Do you live in this building?",Gary,7,9,5,14
Um-hmm.,Monica Geller,7,9,5,15
Mm! Seems like I would've remembered you!,Gary,7,9,5,16
Mm! Night Gar'!,Chandler Bing,7,9,5,17
"[Scene: Rachel's Office, she's slinking out to where Tag works and checks to make sure no one is coming.]",Scene Directions,7,9,6,1
So did you read your evaluation yet?,Rachel Green,7,9,6,2
No! It was marked confidential I just sent it down to Human Resources.,Tag Jones,7,9,6,3
"Okay please, you're kidding right?! I wrote that one as a joke for you!",Rachel Green,7,9,6,4
A joke they would appreciate?,Tag Jones,7,9,6,5
I'm thinkin' no.,Rachel Green,7,9,6,6
What did you say?!,Tag Jones,7,9,6,7
"Umm, I said I thought you were a good kisser, and uh, and that I like your tiney-tiny touchie.",Rachel Green,7,9,6,8
"No, not my touchie.",Tag Jones,7,9,6,9
"Well, it gets worse. When asked if you take initiative I wrote, ""Yes, he was able to unhook my bra with minimal supervision,"" and under Problems with Performance I wrote, ""Dear God, I hope not,"" and then uh, then I drew a little smiley face, and then a small pornographic sketch.",Rachel Green,7,9,6,10
"[Scene: Central Perk, Joey, Monica, Ross, and Chandler are watching Phoebe polish the daisies on her bike outside.]",Scene Directions,7,9,7,1
"Ross! That is so sweet of you to get Phoebe that bike! When I heard the story, I almost cried.",Monica Geller,7,9,7,2
Almost cried huh? Hear that Chandler? Almost cried!,Joey Tribbiani,7,9,7,3
"Hey, you cry every time somebody talks about Titanic!",Chandler Bing,7,9,7,4
Those two only had each other!,Joey Tribbiani,7,9,7,5
Phoebe really likes the bike huh?,Ross Geller,7,9,7,6
"Oh yeah! I saw her walkin' it down the street the other day. She had uh, these flowers in the basket. It was so cute.",Monica Geller,7,9,7,7
"Yeah, I saw her this morning walkin' it by the park.",Joey Tribbiani,7,9,7,8
"Wait a minute, she was walking the bike? Both times?",Ross Geller,7,9,7,9
"[Cut to outside, they're going to talk to Phoebe about walking the bike.]",Scene Directions,7,9,7,10
Hey Pheebs?,Joey Tribbiani,7,9,7,11
Oh hi!,Phoebe Buffay,7,9,7,12
Hey! So are you enjoying the bike?,Chandler Bing,7,9,7,13
"Ohh, uh-huh so much!",Phoebe Buffay,7,9,7,14
Pheebs you uh...you do know how to ride a bike don't you?,Ross Geller,7,9,7,15
Of course!,Phoebe Buffay,7,9,7,16
"Umm, can we see you ride it?",Monica Geller,7,9,7,17
Okay. See?,Phoebe Buffay,7,9,7,18
"[Scene: Monica, Chandler, and Phoebe's, Monica is making candy while Chandler and Rachel are taste testing and Joey is on the couch doodling.]",Scene Directions,7,9,8,1
"See, this is why I told you never get involved with your assistant! And here is no such thing as keeping secrets when it comes to affairs. Did you hear that Chandler? No such thing!",Monica Geller,7,9,8,2
What happened? I'm just eating candy.,Chandler Bing,7,9,8,3
"Maybe it's not as bad as I think. Y'know, maybe they didn't take it the way I meant it.",Rachel Green,7,9,8,4
"Absolutely! Y'know, because touchie can mean both ass and good worker.",Chandler Bing,7,9,8,5
"Ugh, I just gotta get the thing back!",Rachel Green,7,9,8,6
Hey Rach?,Joey Tribbiani,7,9,8,7
Yeah?,Rachel Green,7,9,8,8
That sketch you mentioned? Might it have looked a little something like this?,Joey Tribbiani,7,9,8,9
Oh my God! Joey!,Rachel Green,7,9,8,10
What is the matter with you?,Chandler Bing,7,9,8,11
Ugh!,Rachel Green,7,9,8,12
"Boy I tell ya, this little talent came in handy before I could afford porn.",Joey Tribbiani,7,9,8,13
(There is a knock on the door and Monica answers it. There is a woman standing there.),Scene Directions,7,9,8,14
"Hi! I'm sorry, I know it's after hours but I really need candy.",The Woman,7,9,8,15
"I'm sorry, I can't help you. See? Rules are rules.",Monica Geller,7,9,8,16
"Please! I have people coming from out of town today! And, I told them all about your candy!",The Woman,7,9,8,17
"No kidding, out of towners huh? What did you tell 'em?",Monica Geller,7,9,8,18
I told 'em your candy is absolutely indescribable!,The Woman,7,9,8,19
"Some people have been saying its y'know little drops of heaven, but whatever.",Monica Geller,7,9,8,20
"Please, can't you help me out?",The Woman,7,9,8,21
"Hey Chandler, do we know that lady?",Joey Tribbiani,7,9,8,22
"Maybe, isn't she the woman who lives below you and has sex really loud?",Chandler Bing,7,9,8,23
"All right, I'll do it just this once! But you can't tell anybody!",Monica Geller,7,9,8,24
"Yes! Yes! Please, just give it to me!",The Woman,7,9,8,25
